host,dopant,dopant_Z,dopant_period,n_sites,true_preference,predicted_preference,preference_eligible,preference_correct,true_margin_eV,predicted_margin_eV,margin_absolute_error_eV,true_global_best,n_tied_true_global_best_sites,predicted_global_best,global_site_correct,global_uniform_exact_expectation,global_screening_regret_eV,majority_preference_correct,preference_gain_over_majority,global_exact_gain_over_uniform
As2,Cs,55,6,4,adsorbate,adsorbate,1,1,3.144244630000003,7.794782876968384,4.650538246968381,adsorbate:ads2,1,adsorbate:ads0,0,0.25,0.4285358300000014,1,0,-0.25
As2,Cu,29,4,4,adsorbate,interstitial,1,0,0.5378127999999975,-0.21273624897003174,0.7505490489700293,adsorbate:ads2,1,interstitial:int1,0,0.25,0.5378127999999975,1,-1,-0.25
As2,F,9,2,5,adsorbate,adsorbate,1,1,1.6950706099999877,1.5375010967254639,0.15756951327452384,adsorbate:ads0,1,adsorbate:ads1,0,0.2,1.1021541599999978,1,0,-0.2
As2,Fe,26,4,3,interstitial,interstitial,1,1,-0.1433014200000009,-0.5357403755187988,0.3924389555187979,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Ga,31,4,3,adsorbate,adsorbate,1,1,2.869291650000008,2.41651713848114,0.45277451151886794,adsorbate:ads1,1,adsorbate:ads1,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Ge,32,4,4,adsorbate,adsorbate,1,1,2.8672165100000058,2.098716616630554,0.7684998933694516,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,H,1,1,5,adsorbate,adsorbate,1,1,0.08537502000000086,0.21658718585968018,0.13121216585967932,adsorbate:ads1,1,adsorbate:ads0,0,0.2,0.2897075000000059,1,0,-0.2
As2,Hf,72,6,3,adsorbate,adsorbate,1,1,0.410631070000008,0.1745612621307373,0.23606980786927068,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Hg,80,6,4,adsorbate,adsorbate,1,1,5.369364360000006,5.5407397747039795,0.17137541470397366,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.0408556400000037,1,0,-0.25
As2,Ir,77,6,2,interstitial,interstitial,1,1,-3.696281529999993,-2.545461654663086,1.1508198753369072,interstitial:int1,1,interstitial:int1,1,0.5,0.0,0,1,0.5
As2,K,19,4,4,adsorbate,adsorbate,1,1,6.147208030000001,6.3333656787872314,0.18615764878723073,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Li,3,2,4,adsorbate,adsorbate,1,1,1.3507470899999987,0.8790135383605957,0.471733551639403,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Lu,71,6,4,adsorbate,adsorbate,1,1,1.865256830000007,1.0391432046890259,0.8261136253109811,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Mn,25,4,4,adsorbate,interstitial,1,0,0.3776742300000111,-0.3490943908691406,0.7267686208691517,adsorbate:ads2,1,interstitial:int1,0,0.25,0.3776742300000111,1,-1,-0.25
As2,Mo,42,5,4,interstitial,interstitial,1,1,-1.2870306200000101,-1.4816265106201172,0.19459589062010707,interstitial:int1,1,interstitial:int1,1,0.25,0.0,0,1,0.75
As2,N,7,2,4,adsorbate,adsorbate,1,1,2.0386540900000085,2.5137240886688232,0.4750699986688147,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.3576956200000012,1,0,-0.25
As2,Nb,41,5,4,interstitial,interstitial,1,1,-0.16561070000000155,-0.3710911273956299,0.20548042739562833,interstitial:int1,1,interstitial:int1,1,0.25,0.0,0,1,0.75
As2,Ni,28,4,3,interstitial,interstitial,1,1,-1.2055803900000086,-0.7651711702346802,0.44040921976532843,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,O,8,2,4,adsorbate,adsorbate,1,1,2.619294410000009,2.3837286233901978,0.2355657866098113,adsorbate:ads0,1,adsorbate:ads0,1,0.25,0.0,1,0,0.75
As2,Os,76,6,3,interstitial,interstitial,1,1,-0.09569983000000093,-0.24252867698669434,0.1468288469866934,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,P,15,3,4,adsorbate,adsorbate,1,1,1.7102183900000085,2.1593759059906006,0.44915751599059206,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.03268855000000315,1,0,-0.25
As2,Pb,82,6,4,adsorbate,adsorbate,1,1,1.985555669999997,4.725059270858765,2.7395036008587677,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Pd,46,5,4,interstitial,adsorbate,1,0,-0.33993166000000463,0.6290498971939087,0.9689815571939133,interstitial:int1,1,adsorbate:ads2,0,0.25,0.33993166000000463,0,0,-0.25
As2,Pt,78,6,3,adsorbate,interstitial,1,0,0.44481310999999835,-0.058545589447021484,0.5033586994470198,adsorbate:ads1,1,interstitial:int1,0,0.3333333333333333,0.44481310999999835,1,-1,-0.3333333333333333
As2,Re,75,6,3,interstitial,adsorbate,1,0,-1.0135894600000066,0.22191715240478516,1.2355066124047918,interstitial:int1,1,adsorbate:ads2,0,0.3333333333333333,1.0135894600000066,0,0,-0.3333333333333333
As2,Rh,45,5,3,interstitial,interstitial,1,1,-0.2343215099999867,-0.15983664989471436,0.07448486010527233,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Ru,44,5,4,adsorbate,interstitial,1,0,0.24829848000000254,-0.4213540554046631,0.6696525354046656,adsorbate:ads2,1,interstitial:int1,0,0.25,0.24829848000000254,1,-1,-0.25
As2,S,16,3,4,adsorbate,adsorbate,1,1,3.648949729999998,3.0156924724578857,0.633257257542112,adsorbate:ads1,1,adsorbate:ads0,0,0.25,0.30450912000000585,1,0,-0.25
As2,Sb,51,5,3,adsorbate,adsorbate,1,1,4.897663299999991,4.146981358528137,0.7506819414718535,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Sc,21,4,3,adsorbate,adsorbate,1,1,1.7972155500000042,1.2062236070632935,0.5909919429367108,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Se,34,4,4,adsorbate,adsorbate,1,1,4.305187090000004,4.744601249694824,0.4394141596948202,adsorbate:ads1,1,adsorbate:ads0,0,0.25,0.2352251500000051,1,0,-0.25
As2,Si,14,3,4,adsorbate,adsorbate,1,1,1.3104113400000015,0.7435435056686401,0.5668678343313613,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.0854656300000014,1,0,-0.25
As2,Sn,50,5,4,adsorbate,adsorbate,1,1,5.435144080000001,4.085082650184631,1.3500614298153693,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Sr,38,5,4,adsorbate,adsorbate,1,1,5.060271459999996,4.497133016586304,0.5631384434136919,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Ta,73,6,3,interstitial,interstitial,1,1,-1.1048331599999983,-1.201270580291748,0.09643742029174973,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Tc,43,5,3,interstitial,interstitial,1,1,-1.3920699300000052,-2.2846806049346924,0.8926106749346872,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Te,52,5,4,adsorbate,adsorbate,1,1,5.821253629999987,5.593189001083374,0.22806462891661283,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Ti,22,4,3,interstitial,adsorbate,1,0,-0.0005295699999978698,0.3377338647842407,0.3382634347842386,interstitial:int1,1,adsorbate:ads2,0,0.3333333333333333,0.0005295699999978698,0,0,-0.3333333333333333
As2,Tl,81,6,3,adsorbate,adsorbate,1,1,5.6149968,6.258147478103638,0.6431506781036376,adsorbate:ads1,1,adsorbate:ads1,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,V,23,4,4,adsorbate,interstitial,1,0,0.1784415399999939,-0.23696064949035645,0.41540218949035035,adsorbate:ads2,1,interstitial:int1,0,0.25,0.1784415399999939,1,-1,-0.25
As2,W,74,6,3,interstitial,interstitial,1,1,-0.4353704800000031,-0.9565796852111816,0.5212092052111785,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Xe,54,5,4,adsorbate,adsorbate,1,1,10.61932257000001,2.843104600906372,7.776217969093638,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.07554054000000579,1,0,-0.25
As2,Y,39,5,4,adsorbate,adsorbate,1,1,1.6286774400000041,2.0466606616973877,0.41798322169738356,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Zn,30,4,4,adsorbate,adsorbate,1,1,2.722906909999992,2.5439658164978027,0.17894109350218912,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Zr,40,5,4,adsorbate,adsorbate,1,1,0.5017570400000011,0.2661247253417969,0.23563231465820422,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.3015454900000094,1,0,-0.25
Bi2I6,K,19,4,3,interstitial,interstitial,1,1,-1.08081928,-0.1642627716064453,0.9165565083935547,interstitial:int4,1,interstitial:int4,1,0.3333333333333333,0.0,0,1,0.6666666666666667
Bi2I6,Lu,71,6,7,interstitial,interstitial,1,1,-2.1447613299999944,-1.14461088180542,1.0001504481945744,interstitial:int4,1,interstitial:int4,1,0.14285714285714285,0.0,0,1,0.8571428571428572
Bi2I6,Mg,12,3,2,interstitial,interstitial,1,1,-3.9073918999999933,-5.530852317810059,1.6234604178100653,interstitial:int4,1,interstitial:int4,1,0.5,0.0,0,1,0.5
Bi2I6,Re,75,6,8,interstitial,adsorbate,1,0,-2.2606197500000054,2.1661834716796875,4.426803221679693,interstitial:int2,1,adsorbate:ads1,0,0.125,2.2606197500000054,0,0,-0.125
Bi2I6,Ru,44,5,2,interstitial,adsorbate,1,0,-0.18449435999998798,1.7762422561645508,1.9607366161645388,interstitial:int0,1,adsorbate:ads0,0,0.5,0.18449435999998798,0,0,-0.5
Bi2I6,Xe,54,5,8,adsorbate,adsorbate,1,1,0.9765776800000054,1.7035942077636719,0.7270165277636664,adsorbate:ads0,1,adsorbate:ads2,0,0.125,0.019531069999999318,1,0,-0.125
BiITe,Al,13,3,3,adsorbate,adsorbate,1,1,6.0180840700000005,3.107903242111206,2.9101808278887944,adsorbate:ads5,1,adsorbate:ads5,1,0.3333333333333333,0.0,1,0,0.6666666666666667
BiITe,B,5,2,2,adsorbate,interstitial,1,0,2.24987908,-0.2858295440673828,2.5357086240673827,adsorbate:ads0,1,interstitial:int2,0,0.5,2.24987908,1,-1,-0.5
BiITe,Ge,32,4,3,adsorbate,adsorbate,1,1,0.6190227200000047,2.8049482107162476,2.185925490716243,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
BiITe,Lu,71,6,7,adsorbate,interstitial,1,0,0.16885888000000238,-1.181445598602295,1.3503044786022973,adsorbate:ads5,1,interstitial:int3,0,0.14285714285714285,0.16885888000000238,1,-1,-0.14285714285714285
BiITe,Re,75,6,8,interstitial,adsorbate,1,0,-1.468013270000001,0.17637228965759277,1.6443855596575938,interstitial:int1,1,adsorbate:ads3,0,0.125,2.699079019999999,0,0,-0.125
BiITe,Xe,54,5,8,adsorbate,adsorbate,1,1,5.092111250000002,2.3213346004486084,2.7707766495513937,adsorbate:ads0,1,adsorbate:ads0,1,0.125,0.0,1,0,0.875
C2H2,B,5,2,5,adsorbate,adsorbate,1,1,5.945688879999979,5.92771053314209,0.01797834685788935,adsorbate:ads0,1,adsorbate:ads0,1,0.2,0.0,1,0,0.8
C2H2,Be,4,2,3,adsorbate,adsorbate,1,1,6.412731620000047,2.201694965362549,4.211036654637498,adsorbate:ads2,1,adsorbate:ads0,0,0.3333333333333333,0.0005839000000373851,1,0,-0.3333333333333333
C2H2,Cu,29,4,5,adsorbate,adsorbate,1,1,11.021983869999985,15.178892135620117,4.156908265620132,adsorbate:ads2,1,adsorbate:ads2,1,0.2,0.0,1,0,0.8
C2H2,F,9,2,5,adsorbate,adsorbate,1,1,14.605953080000006,14.441826343536377,0.16412673646362919,adsorbate:ads2,1,adsorbate:ads1,0,0.2,0.1119551099999967,1,0,-0.2
C2H2,Li,3,2,6,adsorbate,adsorbate,1,1,6.069230759999982,10.245331883430481,4.176101123430499,adsorbate:ads0,1,adsorbate:ads2,0,0.16666666666666666,0.00928793999997879,1,0,-0.16666666666666666
C2H2,Mg,12,3,6,adsorbate,adsorbate,1,1,16.423768999999993,13.377691984176636,3.046077015823357,adsorbate:ads1,1,adsorbate:ads2,0,0.16666666666666666,0.0047016999999982545,1,0,-0.16666666666666666
C2H2,N,7,2,5,adsorbate,adsorbate,1,1,11.359218890000028,9.355782508850098,2.00343638114993,adsorbate:int2,1,adsorbate:int2,1,0.2,0.0,1,0,0.8
C2H2,Na,11,3,4,adsorbate,adsorbate,1,1,16.682952739999962,16.51721680164337,0.1657359383565904,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.007741679999980988,1,0,-0.25
C2H2,O,8,2,6,adsorbate,adsorbate,1,1,13.107206890000045,11.255347490310669,1.851859399689376,adsorbate:ads0,1,adsorbate:ads0,1,0.16666666666666666,0.0,1,0,0.8333333333333334
C2H2,Zn,30,4,4,adsorbate,adsorbate,1,1,17.584542779999992,13.430448174476624,4.154094605523369,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.07065742999998292,1,0,-0.25
Cr2I6,Ag,47,5,6,interstitial,interstitial,1,1,-0.14921013000000005,-0.26574862003326416,0.11653849003326411,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Al,13,3,6,interstitial,interstitial,1,1,-0.33687574000001064,-0.8714888095855713,0.5346130695855607,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,As,33,4,6,adsorbate,adsorbate,1,1,0.011579390000008516,0.5552196502685547,0.5436402602685462,adsorbate:ads2,1,adsorbate:ads1,0,0.16666666666666666,0.2466350100000061,1,0,-0.16666666666666666
Cr2I6,Au,79,6,6,interstitial,adsorbate,1,0,-0.036047969999998486,0.46270322799682617,0.49875119799682466,interstitial:int1,1,adsorbate:ads1,0,0.16666666666666666,0.036047969999998486,0,0,-0.16666666666666666
Cr2I6,B,5,2,7,interstitial,interstitial,1,1,-0.8267634300000006,-1.5762133598327637,0.749449929832763,interstitial:int0,1,interstitial:int0,1,0.14285714285714285,0.0,0,1,0.8571428571428572
Cr2I6,Ba,56,6,4,interstitial,interstitial,1,1,-0.8043481700000257,-0.7751646041870117,0.029183565813013956,interstitial:int3,1,interstitial:int3,1,0.25,0.0,0,1,0.75
Cr2I6,Be,4,2,6,interstitial,interstitial,1,1,-2.492316790000004,-2.1397784948349,0.35253829516510393,interstitial:ads2,1,interstitial:int1,0,0.16666666666666666,1.6254035999999985,0,1,-0.16666666666666666
Cr2I6,Br,35,4,5,adsorbate,adsorbate,1,1,1.3128035100000086,2.043765425682068,0.7309619156820593,adsorbate:ads2,1,adsorbate:ads0,0,0.2,0.12334940000000916,1,0,-0.2
Cr2I6,C,6,2,6,interstitial,interstitial,1,1,-1.6303027500000251,-1.0814595222473145,0.5488432277527107,interstitial:int0,1,interstitial:int0,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Ca,20,4,6,interstitial,interstitial,1,1,-1.5422137399999936,-0.8763628005981445,0.665850939401849,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Cd,48,5,5,interstitial,adsorbate,1,0,-0.17680792000000167,0.8556041717529297,1.0324120917529314,interstitial:int3,1,adsorbate:ads0,0,0.2,0.17680792000000167,0,0,-0.2
Cr2I6,Cl,17,3,6,adsorbate,adsorbate,1,1,0.9750438599999993,0.8415515422821045,0.13349231771789483,adsorbate:ads2,1,adsorbate:ads2,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Co,27,4,6,interstitial,interstitial,1,1,-0.3360406000000187,-0.4253866672515869,0.08934606725156824,interstitial:int3,1,interstitial:int1,0,0.16666666666666666,0.4238158800000069,0,1,-0.16666666666666666
Cr2I6,Cs,55,6,5,adsorbate,adsorbate,1,1,1.2245581199999833,1.1969001293182373,0.027657990681746014,adsorbate:ads1,1,adsorbate:ads1,1,0.2,0.0,1,0,0.8
Cr2I6,Cu,29,4,6,adsorbate,interstitial,1,0,0.16077849000001265,-0.2492896318435669,0.41006812184357955,adsorbate:ads1,1,interstitial:int1,0,0.16666666666666666,0.4230015200000139,1,-1,-0.16666666666666666
Cr2I6,F,9,2,7,interstitial,interstitial,1,1,-0.6303288699999994,-0.033017635345458984,0.5973112346545404,interstitial:int2,1,interstitial:int3,0,0.14285714285714285,0.7027349900000102,0,1,-0.14285714285714285
Cr2I6,Fe,26,4,6,interstitial,interstitial,1,1,-0.4106988700000045,-0.23055219650268555,0.18014667349731894,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Ga,31,4,4,interstitial,interstitial,1,1,-0.04012632000001304,-0.1388481855392456,0.09872186553923257,interstitial:int3,1,interstitial:int3,1,0.25,0.0,0,1,0.75
Cr2I6,Ge,32,4,4,adsorbate,adsorbate,1,1,0.376999310000002,0.3889193534851074,0.011920043485105447,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
Cr2I6,H,1,1,7,interstitial,interstitial,1,1,-0.19010283000000072,-0.019885659217834473,0.17021717078216625,interstitial:int1,1,interstitial:int2,0,0.14285714285714285,3.611083100000001,0,1,-0.14285714285714285
Cr2I6,Hf,72,6,4,interstitial,interstitial,1,1,-2.2623377299999845,-2.0239336490631104,0.23840408093687415,interstitial:int3,1,interstitial:int3,1,0.25,0.0,0,1,0.75
Cr2I6,Hg,80,6,5,adsorbate,adsorbate,1,1,1.2537379600000094,1.9665749073028564,0.7128369473028471,adsorbate:ads2,1,adsorbate:ads2,1,0.2,0.0,1,0,0.8
Cr2I6,Ir,77,6,6,interstitial,interstitial,1,1,-0.740712340000016,-1.5695793628692627,0.8288670228692467,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,K,19,4,6,adsorbate,adsorbate,1,1,0.15812846000000036,0.6250309944152832,0.46690253441528284,adsorbate:ads1,1,adsorbate:ads2,0,0.16666666666666666,0.03156618999997818,1,0,-0.16666666666666666
Cr2I6,Li,3,2,5,interstitial,interstitial,1,1,-0.4741861300000211,-0.06627535820007324,0.40791077179994784,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Lu,71,6,6,interstitial,interstitial,1,1,-2.3038741999999957,-1.3189470767974854,0.9849271232025103,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Mg,12,3,5,interstitial,interstitial,1,1,-0.6313231399999921,-0.2769589424133301,0.35436419758666204,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Mn,25,4,5,interstitial,interstitial,1,1,-0.6955135100000119,-0.234177827835083,0.46133568216492893,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Mo,42,5,5,interstitial,interstitial,1,1,-1.6239566299999812,-1.6799397468566895,0.055983116856708204,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,N,7,2,6,interstitial,interstitial,1,1,-1.499398670000005,-2.1389472484588623,0.6395485784588573,interstitial:int0,1,interstitial:int0,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Nb,41,5,5,interstitial,interstitial,1,1,-2.195241710000005,-1.202402114868164,0.9928395951318407,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Ni,28,4,6,interstitial,interstitial,1,1,-0.20837270999999213,-0.8132531642913818,0.6048804542913897,interstitial:int3,1,interstitial:ads1,0,0.16666666666666666,0.8848414800000057,0,1,-0.16666666666666666
Cr2I6,O,8,2,6,interstitial,interstitial,1,1,-0.13607149000000618,-1.2439132928848267,1.1078418028848205,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Os,76,6,5,interstitial,interstitial,1,1,-1.6842170999999846,-1.1845853328704834,0.4996317671295012,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,P,15,3,6,interstitial,interstitial,1,1,-0.22668651999998657,-0.37119579315185547,0.1445092731518689,interstitial:int0,1,interstitial:int1,0,0.16666666666666666,0.2198452299999758,0,1,-0.16666666666666666
Cr2I6,Pb,82,6,2,adsorbate,interstitial,1,0,13.963456499999992,-1.1871477365493774,15.15060423654937,adsorbate:ads0,1,interstitial:int3,0,0.5,13.963456499999992,1,-1,-0.5
Cr2I6,Pd,46,5,5,adsorbate,adsorbate,1,1,0.0739030400000047,0.16539287567138672,0.09148983567138202,adsorbate:ads1,1,adsorbate:ads1,1,0.2,0.0,1,0,0.8
Cr2I6,Pt,78,6,5,interstitial,interstitial,1,1,-0.12009741000000007,-0.5053942203521729,0.3852968103521728,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,Rb,37,5,6,adsorbate,adsorbate,1,1,0.654730910000012,0.8848578929901123,0.23012698299010026,adsorbate:ads1,1,adsorbate:ads1,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Re,75,6,5,interstitial,interstitial,1,1,-2.081581760000006,-1.1587028503417969,0.9228789096582091,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,Rh,45,5,6,interstitial,interstitial,1,1,-0.499246959999994,-0.21504521369934082,0.2842017463006532,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Ru,44,5,6,interstitial,interstitial,1,1,-0.9756180999999917,-0.46204566955566406,0.5135724304443277,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,S,16,3,6,interstitial,interstitial,1,1,-0.40163405999999213,-0.011232137680053711,0.3904019223199384,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Sb,51,5,6,interstitial,adsorbate,1,0,-0.05403153000000316,1.0567419528961182,1.1107734828961213,interstitial:int1,1,adsorbate:ads2,0,0.16666666666666666,0.05403153000000316,0,0,-0.16666666666666666
Cr2I6,Sc,21,4,6,interstitial,interstitial,1,1,-1.865539749999982,-1.813066005706787,0.052473744293194846,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Se,34,4,6,adsorbate,adsorbate,1,1,0.28382277000000067,0.09259641170501709,0.19122635829498358,adsorbate:ads0,1,adsorbate:ads0,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Si,14,3,6,interstitial,interstitial,1,1,-0.2862854600000162,-0.5813686847686768,0.29508322476866056,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Sn,50,5,4,adsorbate,adsorbate,1,1,0.5600411499999893,2.1009854078292847,1.5409442578292953,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
Cr2I6,Sr,38,5,5,interstitial,interstitial,1,1,-1.3012108599999974,-0.6070067882537842,0.6942040717462132,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Ta,73,6,5,interstitial,interstitial,1,1,-1.9158512900000058,-2.2952537536621094,0.3794024636621036,interstitial:int1,1,interstitial:int3,0,0.2,0.08834859999998956,0,1,-0.2
Cr2I6,Tc,43,5,6,interstitial,interstitial,1,1,-1.8837921599999845,-0.30509257316589355,1.578699586834091,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Te,52,5,6,adsorbate,adsorbate,1,1,1.2607431999999932,0.5636320114135742,0.697111188586419,adsorbate:ads0,1,adsorbate:ads0,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Ti,22,4,6,interstitial,interstitial,1,1,-0.8852676699999902,-1.177527904510498,0.29226023451050787,interstitial:int1,1,interstitial:int3,0,0.16666666666666666,0.13404407999999546,0,1,-0.16666666666666666
Cr2I6,Tl,81,6,3,interstitial,adsorbate,1,0,-0.020995620000007875,1.0542845726013184,1.0752801926013262,interstitial:int3,1,adsorbate:ads0,0,0.3333333333333333,0.020995620000007875,0,0,-0.3333333333333333
Cr2I6,V,23,4,4,interstitial,interstitial,1,1,-0.8528379500000085,-0.6904590129852295,0.162378937014779,interstitial:int1,1,interstitial:int3,0,0.25,0.34387171000000194,0,1,-0.25
