sample_index,host,host_fold,natoms,target_eV,residual_schnet_add_eV,residual_schnet_mean_eV,residual_dart_repaired_eV
68,SnS2,0,28,3.795815975000002,2.8382337584798156,1.5009438688262922,0.7993125612243634
69,NbSe2,2,28,2.356604745000002,2.5584518015291318,-0.23194989562968127,1.2338526149497455
70,WSe2,3,49,4.086142862499978,1.5702336582926657,-1.4972089972706892,-0.7519868261230247
71,WSe2,3,49,0.5225081199999648,3.703620140294632,2.048252289037307,-0.0953035110827285
72,NbSe2,2,28,6.3680150675000124,-1.5861683852693806,-4.165911611638602,-1.4439551996411257
73,MoS2,2,49,2.490334964999992,-0.33718218128824073,0.9808125722314531,-0.08411595941527539
74,WTe2,1,28,5.13243010000002,-1.0660441950521031,-2.2464980518381954,-1.1284411187530718
75,WS2,4,49,0.1534876450000118,2.414135970264881,3.64997875451069,0.039370733092436105
76,NbS2,3,28,-1.1004992150000172,4.181634607189043,3.5459321163824633,1.0944402041764496
77,NbSe2,2,28,0.2938508299999988,3.7355117690549737,1.8646852068092867,0.4063444427635714
78,WTe2,1,28,0.4730589200000008,1.1090592733085116,2.36024318049947,-0.7367495505948902
79,NbS2,3,28,4.827682627500009,0.4225990243147697,-2.4037150276312342,0.551268763084301
80,SnS2,0,28,1.0807765724999991,4.30584696901408,4.146663864181113,0.6996093190964772
81,WTe2,1,28,2.8578394200000115,2.91916418616047,0.07688514932066726,0.9604438994732551
82,SnS2,0,28,3.3790169266666705,0.7754868161871302,0.8290964257910121,-1.3820585914259886
83,WSe2,3,49,5.809584204999991,0.7403020216540614,-3.219707632708935,-0.15636800194619926
84,NbS2,3,28,12.233388667500009,-4.7927838218172285,-9.648412153319507,1.4123836306770752
85,WTe2,1,28,5.843084120000019,-1.0898517203774194,-2.979978743438536,-0.48316218777956
86,WTe2,1,28,6.184643537500008,-5.670394689538583,-3.245090515115365,-1.5635056005900152
87,NbSe2,2,28,1.526397115000008,2.613412334513745,0.6607596417189456,0.35417281984496274
88,WSe2,3,49,6.346788674999986,0.48407273450522226,-3.757651279777004,0.033167411476657804
89,MoTe2,2,28,6.391212180000019,-0.11492859794842403,-3.58307722681907,0.2602443349942849
90,SnS2,0,28,4.0132046950000015,2.5880305357637514,0.7286414690675844,0.17885990816975728
91,WSe2,3,49,3.167068167499993,1.7419335007942776,-0.557915770980014,-0.6909486492199637
92,NbS2,3,28,1.8491570224999887,2.5782818724076453,0.6085145403306182,1.0362144241095084
94,WTe2,1,28,0.9901200300000004,1.7744292253710934,1.862333201811523,-1.3043236896934005
95,SnS2,0,28,3.1118122849999974,4.1027903443436715,3.3122279530625436,0.8223692462703478
96,WSe2,3,49,1.05399413999995,3.672445177067514,1.5215452899825535,-0.07303607560277381
97,MoSe2,4,49,6.795558159999981,-1.283682689520652,-3.1435256257185684,0.7001785979142445
98,NbSe2,2,28,9.927473284999996,-4.812059778174231,-7.691281058590084,-1.6317450783654746
99,WS2,4,49,3.627657044999987,1.8107343225944144,2.009520740237643,0.18176783216676107
100,NbS2,3,28,-0.8984218375000035,3.5697710450602247,3.52635239920146,-0.1460568173614467
101,NbSe2,2,28,3.1440042200000065,1.615426029532057,-1.013392005593675,-0.36321007632324864
102,NbSe2,2,28,2.4271687075,2.4939268226920577,-0.33006185337910976,1.6387812093395997
103,WSe2,3,49,2.416406512499962,2.7540699241150284,0.16527903056034088,-0.10361023767899846
104,MoSe2,4,49,3.765279614999972,0.19384455276024148,-0.6323297858984094,-0.15579255826779415
105,NbSe2,2,28,8.332362534999996,-3.4962878648441533,-6.133067014217525,-1.0444498483341436
106,MoS2,2,49,3.8190795849999577,-0.2137631844720036,-0.4215458503604719,-0.29345197193233075
107,MoSe2,4,49,13.515392024999992,-5.701625863399243,-7.798102656688427,-2.6917041537027906
108,MoS2,2,49,2.4309449949999538,0.29237723756433676,1.0462355654299373,0.08885678061446667
110,NbSe2,2,28,-0.7440425650000044,4.268512099556075,2.9118725553869673,0.834234326652633
111,NbS2,3,28,-0.0806888099999959,3.438742971071773,2.5347851272912556,0.7919867194187378
112,MoS2,2,49,3.143041044999988,-0.08820600363595377,0.3408278718294393,0.25475924161093344
113,WSe2,3,49,2.17519561499995,2.3232048347528576,0.4086488082941173,0.18232846209762466
114,WS2,4,49,14.677700240000007,-4.146736342294929,-6.242805201395271,-1.327228107635099
115,MoS2,2,49,2.71680445499998,0.2222100195509027,0.7752428548755081,0.010213186067524749
116,SnS2,0,28,0.1968064249999948,6.053184515093999,5.181680844083664,1.62195238059286
117,WSe2,3,49,1.9841059937499752,2.5451611186640672,0.5890698339121747,-0.537347286385575
118,SnS2,0,28,2.9369652449999952,2.8443842550203495,2.36709982356283,-1.1751765588834588
119,WS2,4,49,13.032978510000008,-2.019576206940112,-3.6226952623702076,-1.2670842559513424
120,MoSe2,4,49,6.175869699999971,-0.4460928407165241,-2.1518587238443727,0.6752165986247034
121,WSe2,3,49,2.9048049649999617,2.375875929851723,-0.31288339708309154,-0.03746090346635178
122,SnS2,0,28,-1.222869020000004,4.774430415327254,4.676912448103133,0.7177185429085328
123,NbS2,3,28,12.08187556,-5.7659807973250325,-9.56395268173462,1.5525082773819978
124,WTe2,1,28,4.500697865000005,-0.6376362779842171,-1.6417342165218147,-1.2913605510300745
125,MoSe2,4,49,-0.0102256300000067,-0.043320242370395314,1.2315524580029364,-0.24470876038593892
127,MoTe2,2,28,1.0581960025000037,3.1104208089344247,1.771968509498491,-0.18569534446472535
128,WSe2,3,49,4.630730829999953,1.1835043804187482,-2.052530728147536,0.20117103818445425
129,MoS2,2,49,6.345291480000008,-2.51594800211508,-2.876534406915495,0.0907436762499918
130,NbSe2,2,28,0.3082699749999889,4.061000747071341,1.8714792754119984,1.097321949985261
131,WSe2,3,49,2.1529434799999816,3.012490959977028,0.427183043971576,0.033472669139422706
132,MoS2,2,49,-0.4696768675000351,2.2754987630994004,3.9696942720563095,0.08774373469262137
133,SnS2,0,28,-2.1607199450000047,4.534843200411789,5.244481080737106,0.14180135127543592
135,SnS2,0,28,1.1682383250000044,5.608808991233313,3.016148484666947,1.2542858490544595
136,MoS2,2,49,-3.1704174,5.956939271884664,6.662121466594442,4.579678706126912
137,MoSe2,4,49,2.38920599250001,0.24952342085041312,-0.03706552612783831,-0.10518485335511274
138,WS2,4,49,3.6608267800000327,0.7069407924029214,1.5370674753201987,-0.1894820706036704
139,WS2,4,49,8.961640050000009,-0.5180651446045008,-1.128678649650074,-1.5176070630411873
140,WSe2,3,49,3.2983030849999904,1.5356458053681536,-0.7284624153680324,-0.3936518405185856
141,NbS2,3,28,0.3068925050000093,3.7144798927406724,2.1617198480069892,1.627676933298534
142,MoS2,2,49,0.6775253199999964,1.4562191184892819,2.8074180698925817,-0.043752628909094704
143,MoTe2,2,28,1.5830608600000016,3.268965364136351,1.1921308444321679,0.0033629344285059926
144,MoTe2,2,28,1.4769425750000211,3.2251550793426302,1.3194197455820507,-1.2627820531748666
145,WTe2,1,28,6.984483815000013,-0.8030199376399869,-4.058847205604668,-1.2982642817155083
146,NbSe2,2,28,1.8825928699999928,2.3654401767224194,0.2302411067456127,1.0896614857485019
147,MoTe2,2,28,2.764189995000001,2.32392331295288,0.040485345652464755,-0.022613959182536725
148,MoS2,2,49,6.695114195,-2.937134881467489,-3.2027485963214115,-1.1344751314827475
149,MoSe2,4,49,2.5794036099999724,0.17967640263939133,-0.0024836569716115697,0.030563462804796604
150,WTe2,1,28,3.5189883450000057,0.9088525236319933,-0.6161308824349017,-0.7380995491473445
151,WS2,4,49,-0.326777524999977,1.465124594422381,3.758707987519305,-0.10536981895347353
152,MoSe2,4,49,1.0695250099999705,0.8423259987331431,1.2463209166027112,-0.05240127107530812
153,SnS2,0,28,-0.409124702499998,7.277148892766925,7.514183690435382,4.793224185989988
154,NbS2,3,28,6.0477624000000025,0.45596138031412536,-3.546777016012576,0.7222746152791313
155,NbSe2,2,28,-0.0017029837499902,3.9785386319687808,2.161761958969717,0.5690445498358057
156,MoTe2,2,28,2.96544800500002,2.598313547174866,-0.14249017139202813,0.04255602459185859
157,MoTe2,2,28,9.419899415000003,-3.5767693033056673,-6.662232270860395,0.6508981873356081
158,MoSe2,4,49,5.0327355049999625,-0.026565232172814035,-1.574162560994632,0.5023992873279184
159,WTe2,1,28,3.7963813450000177,1.2878390643932929,-0.8716885552864762,-0.12873231431459287
160,SnS2,0,28,5.2025992625000015,2.2133464263834624,-0.09709141185302883,-1.0841096791666684
161,NbS2,3,28,13.205266615000006,-6.373612066354987,-10.588828146702683,0.6371488767399018
162,NbS2,3,28,0.8235874499999962,3.2367282384511347,1.6528906100865721,0.5016655597961464
163,WSe2,3,49,3.3601567949999835,1.5934945537498133,-0.8075327283292477,-1.223005156333195
164,MoS2,2,49,2.17859534499999,0.43317695381287624,1.3213278047446795,0.09087558509949734
165,MoS2,2,49,0.9463262075000054,0.9641167011049343,2.5290389543957463,0.029339282332554784
166,MoTe2,2,28,2.2272179950000046,2.9031770995536252,0.5924348007916214,-0.18361552841675266
167,NbSe2,2,28,9.045820962499995,-2.046609174322505,-6.88665057332458,0.32322302350260834
168,NbS2,3,28,1.2756676850000055,2.8555914384842884,1.1876120391210883,0.8910473806382186
169,WSe2,3,49,12.036410239999984,-3.6807259596044766,-9.36054252352863,-5.606505938038722
170,WS2,4,49,0.0192272400000055,2.5105391606551053,3.9041980370741727,0.1165300473433376
171,SnS2,0,28,-2.2725844625000047,4.926743134196986,5.987847948408513,0.6841910127166795
172,NbS2,3,28,15.027032394999996,-7.261950035686031,-12.411477267538244,-0.44225233772867334
173,SnS2,0,28,-1.102022974999997,5.381054649067177,5.517348378213498,1.4807132972401906
174,WSe2,3,49,4.175078439999977,1.3410849091516344,-1.6219478133215102,-1.0492274446183036
175,NbS2,3,28,1.4705787650000068,2.7370921620477224,1.0232055036970962,0.7185723233967012
176,MoSe2,4,49,0.7064835599999831,0.4735274740118577,1.1031186608531867,-0.056706584686160744
177,NbSe2,2,28,-1.4022194249999984,5.437575708187865,3.55069101885681,0.269463271257526
178,WTe2,1,28,4.67295983,-0.045688495669758744,-1.6969328976015219,0.780526612565918
179,NbSe2,2,28,4.804132492500003,0.011855571312253232,-2.6440278203859484,-0.6730928730542018
180,MoSe2,4,49,-0.1529433375000133,-0.6370590880116648,1.2116293554901256,-0.027058239241523174
181,NbSe2,2,28,5.972200855000009,-1.0999021375012301,-3.79541641909201,-0.7043952786755465
182,NbSe2,2,28,1.966790214999992,2.1776463828241046,0.15470264770142395,0.5161714396630939
183,NbSe2,2,28,0.3277619175000001,4.100807081472575,1.8587041405952962,0.8848665662722777
184,WS2,4,49,1.0373691275000014,1.3939930643360376,2.8589066312432845,-0.1316573574423232
185,MoTe2,2,28,0.4154902162499954,4.338061425850022,2.3849521614762415,0.0822217601192266
186,SnS2,0,28,0.0458825399999929,3.756961984383552,4.016976796535143,0.1897720525140452
187,WTe2,1,28,5.103539404999999,-3.0415979402579745,-2.141939419241536,-2.2451364375469964
188,WSe2,3,49,7.549666199999981,-0.6862636744160779,-4.964491957344546,-0.3571679929076961
189,WS2,4,49,2.0898890974999933,1.6405343529699774,3.4178839839615955,-0.010934162426140759
190,MoTe2,2,28,2.0826426550000097,3.2834525700162667,0.7722501551857408,-0.37796213271709145
191,MoS2,2,49,19.41145375499997,-11.123789341547823,-16.067194175023573,-3.4123168302563194
192,MoS2,2,49,10.471887907499992,-3.519073010598544,-7.1602218956896895,-1.1696977626432208
193,NbS2,3,28,3.4135246099999925,1.92187342822836,-0.7568388603102547,-0.10546857336872639
194,NbSe2,2,28,1.4654103750000034,2.7694202429046597,0.6714970435689258,0.4510392512868211
195,SnS2,0,28,2.325306764999997,5.577780215183922,2.4637868088881456,1.11796312355998
196,NbSe2,2,28,-0.4824975950000008,4.108922225482992,2.6468786222216805,1.0541152380384324
197,NbS2,3,28,0.5332858850000015,3.229019215758869,1.9019378136160263,1.5658312351070136
198,MoS2,2,49,-0.3521189100000288,1.748376072094145,3.8409119652165,0.10041739607384065
199,WSe2,3,49,3.524596224999984,1.9263956439727945,-0.9361932384734946,-0.2007255661254721
200,WTe2,1,28,4.136293570000005,0.5796399118522091,-1.289088964261683,-0.7507117587308803
201,MoSe2,4,49,6.355334507500018,-1.4563380748777446,-2.3599460791298603,0.4019347160310689
202,WSe2,3,49,4.844886552499986,0.4830121087955872,-2.290501367258287,-1.2714521996252302
203,NbS2,3,28,0.3310815324999994,3.232126093842774,2.1541307140769455,0.8764195610465502
204,WSe2,3,49,6.100071517499954,-0.07819565919306903,-3.5260701257712346,-0.8947149195995632
205,NbSe2,2,28,3.680102970000009,0.5392413280448318,-1.5390194910723967,-0.5443866906522712
207,MoS2,2,49,6.6556896424999845,-1.5393410580069835,-3.292428975970647,-0.678270584018132
208,MoSe2,4,49,3.623392485000013,-0.9390879297428514,-1.2109753116143929,-0.5764140908095428
209,NbSe2,2,28,12.39556532,-5.646310934369709,-10.250527668937988,0.28120775128906317
210,NbSe2,2,28,6.367600537500013,-1.5772241921834436,-4.165648080072034,-1.4228605599812951
211,SnS2,0,28,0.3032433349999965,4.238152090796512,3.9766983033107537,0.5381992897278884
212,NbS2,3,28,1.355480272500004,2.54754448043477,1.0981105974035605,0.7727366299149536
213,NbSe2,2,28,0.2107620449999874,3.993847587492078,1.9212422160168583,0.4789841361701582
214,WSe2,3,49,4.074545154999985,1.2442251741575268,-1.527005920838608,-0.32134653134275837
215,WS2,4,49,4.337067000000031,1.8599646569010106,1.5219475111083671,0.005438772908497036
216,WSe2,3,49,5.551276067499965,0.5312777960254254,-2.961682577535162,-0.12438664794430121
217,WS2,4,49,8.018441632500009,1.3088010598115964,0.4721529135001532,-0.8172071328865647
218,WSe2,3,49,3.5049159824999467,1.9582446118044556,-0.9263467292142207,-0.2170083820971147
219,MoTe2,2,28,6.865842910000005,-0.10167083282104983,-4.0547560963912,-0.7298483166975958
220,NbS2,3,28,10.223738925,-3.0175608956217443,-7.400566753089395,0.1861824032267254
221,SnS2,0,28,3.378108016666664,0.8878578424285917,1.0803897460133896,-1.3005059480834937
222,NbSe2,2,28,5.854546840000007,0.2708132515272954,-3.689321890481168,0.5083389530501226
223,MoTe2,2,28,1.321990747500008,3.346531054130648,1.4896910794093754,-0.04321688338969709
224,NbS2,3,28,-0.4163013699999985,4.182683547670796,2.8938568039090966,2.4085612300387558
225,MoS2,2,49,-3.9715077350000296,6.5163172353764125,7.456626680439687,6.004891183918691
226,WSe2,3,49,3.6366475399999567,1.5881471657088646,-1.096120593614255,-0.6872728642492243
227,NbSe2,2,28,3.3151032775000004,1.22871185845581,-1.1551120131567387,-0.19006449474446674
228,WSe2,3,49,0.7375341999999726,3.857024317138191,1.8371388168660756,-0.09740876639605012
229,NbSe2,2,28,11.660326949999998,-6.0689805271687804,-9.437915476407875,-5.089105121539305
230,WSe2,3,49,6.3017873299999945,-1.0081569684429876,-3.7054876817150824,-0.8678663107637474
231,MoTe2,2,28,1.2563437050000026,3.191309509136757,1.5499464446887181,-0.13547096902282973
232,NbS2,3,28,-0.1555329962500051,3.651375691486211,2.58953952828329,1.2832346363790945
233,MoS2,2,49,6.0759006700000056,-1.4636366726041725,-2.7230522196571916,-0.41227686018555243
234,NbSe2,2,28,0.6918896699999904,3.1031078631624447,1.4801372026348973,-0.22997640222858734
235,MoS2,2,49,0.8940257562499627,1.4067825145223356,2.593348549475135,-0.07470233572536555
236,SnS2,0,28,2.5249729749999954,2.7468951744394987,1.868207792695114,-1.386499662939957
237,WS2,4,49,10.152172590000024,-1.9662361390417722,0.25897238184751004,-2.260811671319197
238,NbS2,3,28,-2.322387869999999,5.023818588104044,4.784954205995991,1.2525849499763988
239,MoSe2,4,49,2.5063675049999667,0.06108778674808013,-0.0030349695741449523,-0.36562893828345455
240,NbSe2,2,28,9.369830919999998,-2.646130714514972,-7.197603457867226,0.7024067305533865
241,WTe2,1,28,-1.5242969474999848,3.5201217613427582,4.41483563997435,0.6317744535017752
242,NbSe2,2,28,2.2192958850000064,2.7813163739111264,-0.05443023227987309,1.7733353914485614
243,NbS2,3,28,2.991155239999996,2.3220229813846887,-0.2904546390580198,-0.153459323506262
244,NbSe2,2,28,1.5231207699999976,2.64160588468852,0.598380437351687,0.5131772665753198
245,MoTe2,2,28,3.665414985000016,1.4039505164037926,-0.9040000597426512,0.1857058843186281
246,WTe2,1,28,3.096474810000009,-1.5215184723891284,-0.15373413121277757,1.1479682887040115
247,NbSe2,2,28,0.1537016799999984,4.2867253848956315,2.0248683521197526,1.8520874807284562
248,MoS2,2,49,4.087730675000007,-0.42659039205119464,-0.6752103458424954,0.052503080111687694
249,MoTe2,2,28,2.1597909975000125,3.0349723450394572,0.6569228124670285,-0.005057260190238555
250,MoTe2,2,28,3.219962222499996,1.9338033764329063,-0.41757736913695886,0.01564293789530824
251,NbS2,3,28,5.251282499999997,0.3687472673543324,-2.762415058186846,1.1813931795247425
252,MoS2,2,49,2.119098887499975,0.8284131828379562,1.3679177903564703,0.41517012749432824
253,NbSe2,2,28,8.379036314999986,-3.579524882352281,-6.183998234784532,-1.1898589608231473
254,WTe2,1,28,2.026536097500015,1.228909064955226,0.8279242213832454,-0.36485492226808125
255,WS2,4,49,3.4310356200000207,1.5639380395153601,1.6627849518993933,-0.060140154784973365
256,WSe2,3,49,1.3126702574999578,2.5915451578188495,1.2697525552797868,-0.7922757335614609
257,WSe2,3,49,2.4333513249999603,2.5942417710973498,0.15484089950260316,0.0010159343435049983
258,NbS2,3,28,8.027696137499989,-1.6745057154418834,-5.239005173119089,0.4970358164388138
260,NbSe2,2,28,1.4961979824999938,2.951543525983893,0.6768806339601707,0.6846042833030253
261,NbSe2,2,28,12.440264929999996,-5.146189440955807,-10.262109269370724,-1.9096980787019824
262,NbSe2,2,28,-2.1815989000000107,5.418282507101451,4.361974317073578,0.8858072740234482
263,SnS2,0,28,-1.4983416900000026,4.284959763781334,4.648721506691083,0.2128839994431586
264,NbS2,3,28,2.1900973299999915,2.281950157894703,0.21786085964641133,1.5270261784533776
265,MoS2,2,49,5.340483549999972,-0.6401493984140751,-1.9770147440510786,-0.37266274667558985
266,MoSe2,4,49,3.6058385374999737,0.32339564930829434,-0.28384685544736143,0.42667762410077525
267,NbS2,3,28,0.9512417349999882,2.546971874059664,1.4520367350393795,0.06669242841147005
268,NbS2,3,28,1.832220474999984,2.52756746597902,0.7095665135762694,1.2007331052205565
269,NbSe2,2,28,11.437244309999995,-5.905194813031408,-9.32696308098083,2.1556267201717176
270,WSe2,3,49,8.593104907499994,-2.310279119637852,-5.972708293425287,-2.474916685250645
271,WSe2,3,49,13.316614844999954,-5.487814643583938,-10.65309442937597,-4.113921223682409
272,MoS2,2,49,9.179304902499988,-2.7568712082962934,-5.8732767748297,-0.7501943754614135
273,MoS2,2,49,7.102124099999959,-2.6410293232106117,-3.6076628020110677,-0.33946566290686064
274,WTe2,1,28,4.378662447500018,3.586042701832665,-1.441952407725441,0.67663341724099
275,NbSe2,2,28,0.2380011737500043,3.7546091218636026,1.9183114508634396,0.8143855869616656
276,MoS2,2,49,3.236300854999969,-0.31722627989366625,0.25774615097130393,-0.04054847272152662
277,NbS2,3,28,0.4321638899999938,2.721975628737799,2.00226742446839,0.10992124100942602
278,MoS2,2,49,2.038926114999981,0.906667122876911,1.396816342707742,0.10197040402518587
279,WTe2,1,28,7.756885310000008,-0.3691353996453941,-4.883308112607226,0.18275346360025235
280,WS2,4,49,5.873260185000024,0.30253171436317583,1.7829945833715577,-0.6959506719079833
281,MoS2,2,49,6.006642592499987,-0.36919777845376345,-2.650366080353991,-0.32919018720620485
282,WS2,4,49,5.178338577499983,1.85700252637168,2.790370335031552,0.10784668708741929
284,NbS2,3,28,19.83648720749998,-12.300302578695458,-17.234772119609357,-7.731809689291159
285,NbSe2,2,28,1.8233853899999952,2.5492910620009406,0.32824199164266443,0.8494205550785365
286,WS2,4,49,9.163106054999988,-1.8580202370271683,-1.6732703158642455,-0.91419610474364
287,MoSe2,4,49,1.1575552650000098,0.005191681016937677,0.6582609784895734,-0.21702218330953948
288,NbSe2,2,28,1.7711950250000053,3.03637829348144,0.40222762946980284,0.38814082666930627
289,MoTe2,2,28,3.3886072700000067,1.3298445478303966,-0.6249186262266098,-0.11503879872722012
290,SnS2,0,28,-1.9966223449999967,4.912429552425432,5.566489717512814,0.14967904602437
291,MoSe2,4,49,6.194759417500008,0.44919104484130035,-2.036398062036344,0.17595063753335793
292,SnS2,0,28,0.9114031849999976,4.921318048367922,3.294116411735639,1.4244384707312037
294,NbSe2,2,28,1.836207315,2.592141544151204,0.33726079794555663,0.6409946236291504
295,MoS2,2,49,3.1600342424999983,-0.4054800502748601,0.3187041449257424,-0.006392939119667762
296,MoS2,2,49,2.4477960749999603,0.3623384550674835,0.9922508712077218,1.1054636950755197
297,MoSe2,4,49,15.770185297500008,-1.7861682432601,-6.232564832539275,1.886815562078441
298,WSe2,3,49,-0.6119832975000543,4.035666861368259,3.1944657149245743,-0.0028800187180039183
299,WS2,4,49,7.617674347500009,0.3935376835465396,1.6514992746313384,-0.3296987183292739
300,MoTe2,2,28,5.517948320000022,0.3070306673758738,-2.742128541557639,0.10530152868365317
301,NbSe2,2,28,1.0189326899999909,3.5689121586328216,1.152089168851124,0.5353852214659718
302,MoTe2,2,28,3.2049205600000112,1.48752551289631,-0.4057472048974722,-0.3726051150537222
303,MoTe2,2,28,2.2391017050000057,2.859585546408889,0.5147677490659528,0.1012247631498151
304,MoS2,2,49,3.7364638799999783,-0.36676225608335233,-0.26700831995155694,0.10980978065981173
