host,dopant,dopant_Z,dopant_period,n_sites,true_preference,predicted_preference,preference_eligible,preference_correct,true_margin_eV,predicted_margin_eV,margin_absolute_error_eV,true_global_best,n_tied_true_global_best_sites,predicted_global_best,global_site_correct,global_uniform_exact_expectation,global_screening_regret_eV,majority_preference_correct,preference_gain_over_majority,global_exact_gain_over_uniform
As2,Cs,55,6,4,adsorbate,adsorbate,1,1,3.144244630000003,8.86680555343628,5.722560923436276,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Cu,29,4,4,adsorbate,interstitial,1,0,0.5378127999999975,-0.14416956901550293,0.6819823690155005,adsorbate:ads2,1,interstitial:int1,0,0.25,0.5378127999999975,1,-1,-0.25
As2,F,9,2,5,adsorbate,adsorbate,1,1,1.6950706099999877,1.4898021221160889,0.20526848788389884,adsorbate:ads0,1,adsorbate:ads1,0,0.2,1.1021541599999978,1,0,-0.2
As2,Fe,26,4,3,interstitial,interstitial,1,1,-0.1433014200000009,-0.7734090089797974,0.6301075889797965,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Ga,31,4,3,adsorbate,adsorbate,1,1,2.869291650000008,2.2070730924606323,0.6622185575393758,adsorbate:ads1,1,adsorbate:ads1,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Ge,32,4,4,adsorbate,adsorbate,1,1,2.8672165100000058,2.3269633054733276,0.5402532045266781,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.16234808999999473,1,0,-0.25
As2,H,1,1,5,adsorbate,adsorbate,1,1,0.08537502000000086,0.219474196434021,0.13409917643402014,adsorbate:ads1,1,adsorbate:ads2,0,0.2,0.11659901000000172,1,0,-0.2
As2,Hf,72,6,3,adsorbate,interstitial,1,0,0.410631070000008,-0.07936525344848633,0.4899963234484943,adsorbate:ads2,1,interstitial:int1,0,0.3333333333333333,0.410631070000008,1,-1,-0.3333333333333333
As2,Hg,80,6,4,adsorbate,adsorbate,1,1,5.369364360000006,5.788832664489746,0.41946830448974026,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.0408556400000037,1,0,-0.25
As2,Ir,77,6,2,interstitial,interstitial,1,1,-3.696281529999993,-2.397880792617798,1.2984007373821953,interstitial:int1,1,interstitial:int1,1,0.5,0.0,0,1,0.5
As2,K,19,4,4,adsorbate,adsorbate,1,1,6.147208030000001,6.009760141372681,0.13744788862732005,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Li,3,2,4,adsorbate,adsorbate,1,1,1.3507470899999987,1.037150263786316,0.3135968262136828,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Lu,71,6,4,adsorbate,adsorbate,1,1,1.865256830000007,1.5662522315979004,0.2990045984021066,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Mn,25,4,4,adsorbate,adsorbate,1,1,0.3776742300000111,0.21308624744415283,0.16458798255585827,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.0028926800000024233,1,0,-0.25
As2,Mo,42,5,4,interstitial,interstitial,1,1,-1.2870306200000101,-1.655346393585205,0.36831577358519496,interstitial:int1,1,interstitial:int1,1,0.25,0.0,0,1,0.75
As2,N,7,2,4,adsorbate,adsorbate,1,1,2.0386540900000085,3.247495174407959,1.2088410844079505,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.3576956200000012,1,0,-0.25
As2,Nb,41,5,4,interstitial,interstitial,1,1,-0.16561070000000155,-0.2765679359436035,0.11095723594360196,interstitial:int1,1,interstitial:int1,1,0.25,0.0,0,1,0.75
As2,Ni,28,4,3,interstitial,interstitial,1,1,-1.2055803900000086,-0.4688812494277954,0.7366991405722132,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,O,8,2,4,adsorbate,adsorbate,1,1,2.619294410000009,1.1581124067306519,1.4611820032693572,adsorbate:ads0,1,adsorbate:ads0,1,0.25,0.0,1,0,0.75
As2,Os,76,6,3,interstitial,interstitial,1,1,-0.09569983000000093,-1.347550868988037,1.2518510389880362,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,P,15,3,4,adsorbate,adsorbate,1,1,1.7102183900000085,2.076951742172241,0.3667333521722327,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.03268855000000315,1,0,-0.25
As2,Pb,82,6,4,adsorbate,adsorbate,1,1,1.985555669999997,4.494657754898071,2.5091020848980743,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Pd,46,5,4,interstitial,adsorbate,1,0,-0.33993166000000463,0.6396927833557129,0.9796244433557175,interstitial:int1,1,adsorbate:ads2,0,0.25,0.33993166000000463,0,0,-0.25
As2,Pt,78,6,3,adsorbate,interstitial,1,0,0.44481310999999835,-0.20778822898864746,0.6526013389886458,adsorbate:ads1,1,interstitial:int1,0,0.3333333333333333,0.44481310999999835,1,-1,-0.3333333333333333
As2,Re,75,6,3,interstitial,interstitial,1,1,-1.0135894600000066,-0.42169618606567383,0.5918932739343328,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Rh,45,5,3,interstitial,adsorbate,1,0,-0.2343215099999867,0.050209641456604004,0.2845311514565907,interstitial:int1,1,adsorbate:ads2,0,0.3333333333333333,0.2343215099999867,0,0,-0.3333333333333333
As2,Ru,44,5,4,adsorbate,interstitial,1,0,0.24829848000000254,-0.1931154727935791,0.44141395279358164,adsorbate:ads2,1,interstitial:int1,0,0.25,0.24829848000000254,1,-1,-0.25
As2,S,16,3,4,adsorbate,adsorbate,1,1,3.648949729999998,3.4006118774414062,0.24833785255859153,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Sb,51,5,3,adsorbate,adsorbate,1,1,4.897663299999991,4.44362485408783,0.45403844591216114,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Sc,21,4,3,adsorbate,adsorbate,1,1,1.7972155500000042,1.2653002738952637,0.5319152761047405,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,Se,34,4,4,adsorbate,adsorbate,1,1,4.305187090000004,4.412450075149536,0.10726298514953214,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Si,14,3,4,adsorbate,adsorbate,1,1,1.3104113400000015,1.2386120557785034,0.07179928422149806,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.0854656300000014,1,0,-0.25
As2,Sn,50,5,4,adsorbate,adsorbate,1,1,5.435144080000001,3.8343645334243774,1.6007795465756232,adsorbate:ads2,1,adsorbate:ads1,0,0.25,0.23000727000000154,1,0,-0.25
As2,Sr,38,5,4,adsorbate,adsorbate,1,1,5.060271459999996,4.808886289596558,0.251385170403438,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.01114273999999682,1,0,-0.25
As2,Ta,73,6,3,interstitial,interstitial,1,1,-1.1048331599999983,-1.071967601776123,0.03286555822387527,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Tc,43,5,3,interstitial,interstitial,1,1,-1.3920699300000052,-1.4708986282348633,0.07882869823485805,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Te,52,5,4,adsorbate,adsorbate,1,1,5.821253629999987,5.4137163162231445,0.4075373137768423,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Ti,22,4,3,interstitial,adsorbate,1,0,-0.0005295699999978698,0.16997969150543213,0.17050926150543,interstitial:int1,1,adsorbate:ads2,0,0.3333333333333333,0.0005295699999978698,0,0,-0.3333333333333333
As2,Tl,81,6,3,adsorbate,adsorbate,1,1,5.6149968,5.995037078857422,0.38004027885742175,adsorbate:ads1,1,adsorbate:ads1,1,0.3333333333333333,0.0,1,0,0.6666666666666667
As2,V,23,4,4,adsorbate,interstitial,1,0,0.1784415399999939,-0.17062616348266602,0.3490677034826599,adsorbate:ads2,1,interstitial:int1,0,0.25,0.1784415399999939,1,-1,-0.25
As2,W,74,6,3,interstitial,interstitial,1,1,-0.4353704800000031,-0.7863326072692871,0.350962127269284,interstitial:int1,1,interstitial:int1,1,0.3333333333333333,0.0,0,1,0.6666666666666667
As2,Xe,54,5,4,adsorbate,adsorbate,1,1,10.61932257000001,3.4580414295196533,7.161281140480357,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.07554054000000579,1,0,-0.25
As2,Y,39,5,4,adsorbate,adsorbate,1,1,1.6286774400000041,2.5153987407684326,0.8867213007684285,adsorbate:ads1,1,adsorbate:ads1,1,0.25,0.0,1,0,0.75
As2,Zn,30,4,4,adsorbate,adsorbate,1,1,2.722906909999992,1.9586882591247559,0.764218650875236,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
As2,Zr,40,5,4,adsorbate,adsorbate,1,1,0.5017570400000011,0.3233067989349365,0.17845024106506457,adsorbate:ads1,1,adsorbate:ads2,0,0.25,0.3015454900000094,1,0,-0.25
Bi2I6,K,19,4,3,interstitial,interstitial,1,1,-1.08081928,-0.09308862686157227,0.9877306531384278,interstitial:int4,1,interstitial:int4,1,0.3333333333333333,0.0,0,1,0.6666666666666667
Bi2I6,Lu,71,6,7,interstitial,interstitial,1,1,-2.1447613299999944,-1.2474937438964844,0.89726758610351,interstitial:int4,1,interstitial:int4,1,0.14285714285714285,0.0,0,1,0.8571428571428572
Bi2I6,Mg,12,3,2,interstitial,interstitial,1,1,-3.9073918999999933,-5.613585472106934,1.7061935721069403,interstitial:int4,1,interstitial:int4,1,0.5,0.0,0,1,0.5
Bi2I6,Re,75,6,8,interstitial,adsorbate,1,0,-2.2606197500000054,4.62420916557312,6.8848289155731255,interstitial:int2,1,adsorbate:ads1,0,0.125,2.2606197500000054,0,0,-0.125
Bi2I6,Ru,44,5,2,interstitial,adsorbate,1,0,-0.18449435999998798,3.3044698238372803,3.4889641838372683,interstitial:int0,1,adsorbate:ads0,0,0.5,0.18449435999998798,0,0,-0.5
Bi2I6,Xe,54,5,8,adsorbate,adsorbate,1,1,0.9765776800000054,1.2087070941925049,0.23212941419249944,adsorbate:ads0,1,adsorbate:ads2,0,0.125,0.019531069999999318,1,0,-0.125
BiITe,Al,13,3,3,adsorbate,adsorbate,1,1,6.0180840700000005,1.661987543106079,4.356096526893921,adsorbate:ads5,1,adsorbate:ads5,1,0.3333333333333333,0.0,1,0,0.6666666666666667
BiITe,B,5,2,2,adsorbate,adsorbate,1,1,2.24987908,0.6588954925537109,1.590983587446289,adsorbate:ads0,1,adsorbate:ads0,1,0.5,0.0,1,0,0.5
BiITe,Ge,32,4,3,adsorbate,adsorbate,1,1,0.6190227200000047,1.789271354675293,1.1702486346752883,adsorbate:ads2,1,adsorbate:ads2,1,0.3333333333333333,0.0,1,0,0.6666666666666667
BiITe,Lu,71,6,7,adsorbate,interstitial,1,0,0.16885888000000238,-0.7115741968154907,0.8804330768154931,adsorbate:ads5,1,interstitial:int3,0,0.14285714285714285,0.16885888000000238,1,-1,-0.14285714285714285
BiITe,Re,75,6,8,interstitial,adsorbate,1,0,-1.468013270000001,0.0545048713684082,1.5225181413684092,interstitial:int1,1,adsorbate:ads3,0,0.125,2.699079019999999,0,0,-0.125
BiITe,Xe,54,5,8,adsorbate,adsorbate,1,1,5.092111250000002,3.617676019668579,1.474435230331423,adsorbate:ads0,1,adsorbate:ads0,1,0.125,0.0,1,0,0.875
C2H2,B,5,2,5,adsorbate,adsorbate,1,1,5.945688879999979,6.605523586273193,0.6598347062732142,adsorbate:ads0,1,adsorbate:int2,0,0.2,0.017772969999953148,1,0,-0.2
C2H2,Be,4,2,3,adsorbate,adsorbate,1,1,6.412731620000047,4.8427300453186035,1.5700015746814433,adsorbate:ads2,1,adsorbate:ads0,0,0.3333333333333333,0.0005839000000373851,1,0,-0.3333333333333333
C2H2,Cu,29,4,5,adsorbate,adsorbate,1,1,11.021983869999985,15.25916337966919,4.237179509669204,adsorbate:ads2,1,adsorbate:ads1,0,0.2,0.00576719999998021,1,0,-0.2
C2H2,F,9,2,5,adsorbate,adsorbate,1,1,14.605953080000006,13.95544683933258,0.6505062406674256,adsorbate:ads2,1,adsorbate:ads1,0,0.2,0.1119551099999967,1,0,-0.2
C2H2,Li,3,2,6,adsorbate,adsorbate,1,1,6.069230759999982,11.259859561920166,5.190628801920184,adsorbate:ads0,1,adsorbate:ads0,1,0.16666666666666666,0.0,1,0,0.8333333333333334
C2H2,Mg,12,3,6,adsorbate,adsorbate,1,1,16.423768999999993,13.04158067703247,3.3821883229675223,adsorbate:ads1,1,adsorbate:ads2,0,0.16666666666666666,0.0047016999999982545,1,0,-0.16666666666666666
C2H2,N,7,2,5,adsorbate,adsorbate,1,1,11.359218890000028,9.138402938842773,2.2208159511572543,adsorbate:int2,1,adsorbate:int2,1,0.2,0.0,1,0,0.8
C2H2,Na,11,3,4,adsorbate,adsorbate,1,1,16.682952739999962,16.47775709629059,0.2051956437093736,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
C2H2,O,8,2,6,adsorbate,adsorbate,1,1,13.107206890000045,12.221851348876953,0.8853555411230918,adsorbate:ads0,1,adsorbate:ads1,0,0.16666666666666666,0.6233113100000196,1,0,-0.16666666666666666
C2H2,Zn,30,4,4,adsorbate,adsorbate,1,1,17.584542779999992,13.730036735534668,3.8545060444653245,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
Cr2I6,Ag,47,5,6,interstitial,adsorbate,1,0,-0.14921013000000005,0.3278301954269409,0.47704032542694097,interstitial:int3,1,adsorbate:ads1,0,0.16666666666666666,0.14921013000000005,0,0,-0.16666666666666666
Cr2I6,Al,13,3,6,interstitial,interstitial,1,1,-0.33687574000001064,-1.065047025680542,0.7281712856805314,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,As,33,4,6,adsorbate,adsorbate,1,1,0.011579390000008516,0.2954254150390625,0.283846025039054,adsorbate:ads2,1,adsorbate:ads2,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Au,79,6,6,interstitial,adsorbate,1,0,-0.036047969999998486,0.18401587009429932,0.2200638400942978,interstitial:int1,1,adsorbate:ads1,0,0.16666666666666666,0.036047969999998486,0,0,-0.16666666666666666
Cr2I6,B,5,2,7,interstitial,interstitial,1,1,-0.8267634300000006,-1.8666355609893799,1.0398721309893793,interstitial:int0,1,interstitial:int0,1,0.14285714285714285,0.0,0,1,0.8571428571428572
Cr2I6,Ba,56,6,4,interstitial,interstitial,1,1,-0.8043481700000257,-0.6045398712158203,0.19980829878420536,interstitial:int3,1,interstitial:int3,1,0.25,0.0,0,1,0.75
Cr2I6,Be,4,2,6,interstitial,interstitial,1,1,-2.492316790000004,-2.5300391912460327,0.03772240124602888,interstitial:ads2,1,interstitial:int3,0,0.16666666666666666,0.17249757999999837,0,1,-0.16666666666666666
Cr2I6,Br,35,4,5,adsorbate,adsorbate,1,1,1.3128035100000086,1.2087733745574951,0.1040301354425135,adsorbate:ads2,1,adsorbate:ads0,0,0.2,0.12334940000000916,1,0,-0.2
Cr2I6,C,6,2,6,interstitial,interstitial,1,1,-1.6303027500000251,-0.887270450592041,0.7430322994079841,interstitial:int0,1,interstitial:int0,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Ca,20,4,6,interstitial,interstitial,1,1,-1.5422137399999936,-0.6330657005310059,0.9091480394689877,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Cd,48,5,5,interstitial,adsorbate,1,0,-0.17680792000000167,0.6617202758789062,0.8385281958789079,interstitial:int3,1,adsorbate:ads0,0,0.2,0.17680792000000167,0,0,-0.2
Cr2I6,Cl,17,3,6,adsorbate,adsorbate,1,1,0.9750438599999993,0.5384918451309204,0.4365520148690789,adsorbate:ads2,1,adsorbate:ads0,0,0.16666666666666666,0.14054276000000243,1,0,-0.16666666666666666
Cr2I6,Co,27,4,6,interstitial,interstitial,1,1,-0.3360406000000187,-0.7451106309890747,0.40907003098905603,interstitial:int3,1,interstitial:int1,0,0.16666666666666666,0.4238158800000069,0,1,-0.16666666666666666
Cr2I6,Cs,55,6,5,adsorbate,adsorbate,1,1,1.2245581199999833,0.5576434135437012,0.6669147064562821,adsorbate:ads1,1,adsorbate:ads1,1,0.2,0.0,1,0,0.8
Cr2I6,Cu,29,4,6,adsorbate,interstitial,1,0,0.16077849000001265,-0.28921186923980713,0.4499903592398198,adsorbate:ads1,1,interstitial:int3,0,0.16666666666666666,0.16077849000001265,1,-1,-0.16666666666666666
Cr2I6,F,9,2,7,interstitial,adsorbate,1,0,-0.6303288699999994,0.08490395545959473,0.7152328254595941,interstitial:int2,1,adsorbate:ads0,0,0.14285714285714285,0.6303288699999994,0,0,-0.14285714285714285
Cr2I6,Fe,26,4,6,interstitial,interstitial,1,1,-0.4106988700000045,-0.0575103759765625,0.353188494023442,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Ga,31,4,4,interstitial,interstitial,1,1,-0.04012632000001304,-0.775722861289978,0.735596541289965,interstitial:int3,1,interstitial:int3,1,0.25,0.0,0,1,0.75
Cr2I6,Ge,32,4,4,adsorbate,adsorbate,1,1,0.376999310000002,0.3536703586578369,0.02332895134216506,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
Cr2I6,H,1,1,7,interstitial,interstitial,1,1,-0.19010283000000072,-0.4523707628250122,0.2622679328250115,interstitial:int1,1,interstitial:int2,0,0.14285714285714285,3.611083100000001,0,1,-0.14285714285714285
Cr2I6,Hf,72,6,4,interstitial,interstitial,1,1,-2.2623377299999845,-2.0621860027313232,0.20015172726866126,interstitial:int3,1,interstitial:int3,1,0.25,0.0,0,1,0.75
Cr2I6,Hg,80,6,5,adsorbate,adsorbate,1,1,1.2537379600000094,1.9797489643096924,0.726011004309683,adsorbate:ads2,1,adsorbate:ads2,1,0.2,0.0,1,0,0.8
Cr2I6,Ir,77,6,6,interstitial,interstitial,1,1,-0.740712340000016,-1.3912484645843506,0.6505361245843346,interstitial:int1,1,interstitial:int3,0,0.16666666666666666,0.8047648000000152,0,1,-0.16666666666666666
Cr2I6,K,19,4,6,adsorbate,adsorbate,1,1,0.15812846000000036,0.9539945125579834,0.795866052557983,adsorbate:ads1,1,adsorbate:ads1,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Li,3,2,5,interstitial,interstitial,1,1,-0.4741861300000211,-0.006903171539306641,0.46728295846071444,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Lu,71,6,6,interstitial,interstitial,1,1,-2.3038741999999957,-1.379141092300415,0.9247331076995806,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Mg,12,3,5,interstitial,interstitial,1,1,-0.6313231399999921,-0.48319172859191895,0.14813141140807318,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Mn,25,4,5,interstitial,interstitial,1,1,-0.6955135100000119,-0.5891474485397339,0.10636606146027805,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Mo,42,5,5,interstitial,interstitial,1,1,-1.6239566299999812,-1.4308514595031738,0.19310517049680742,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,N,7,2,6,interstitial,interstitial,1,1,-1.499398670000005,-1.8385474681854248,0.33914879818541976,interstitial:int0,1,interstitial:int0,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Nb,41,5,5,interstitial,interstitial,1,1,-2.195241710000005,-1.6716556549072266,0.5235860550927782,interstitial:int3,1,interstitial:int1,0,0.2,0.4084860800000172,0,1,-0.2
Cr2I6,Ni,28,4,6,interstitial,interstitial,1,1,-0.20837270999999213,-0.7064285278320312,0.4980558178320391,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,O,8,2,6,interstitial,interstitial,1,1,-0.13607149000000618,-0.9788227081298828,0.8427512181298766,interstitial:int1,1,interstitial:int0,0,0.16666666666666666,0.16205727999999908,0,1,-0.16666666666666666
Cr2I6,Os,76,6,5,interstitial,interstitial,1,1,-1.6842170999999846,-1.102491855621338,0.5817252443786467,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,P,15,3,6,interstitial,interstitial,1,1,-0.22668651999998657,-0.041818857192993164,0.1848676628069934,interstitial:int0,1,interstitial:int1,0,0.16666666666666666,0.2198452299999758,0,1,-0.16666666666666666
Cr2I6,Pb,82,6,2,adsorbate,interstitial,1,0,13.963456499999992,-0.6340807676315308,14.597537267631523,adsorbate:ads0,1,interstitial:int3,0,0.5,13.963456499999992,1,-1,-0.5
Cr2I6,Pd,46,5,5,adsorbate,adsorbate,1,1,0.0739030400000047,0.13785851001739502,0.06395547001739033,adsorbate:ads1,1,adsorbate:ads1,1,0.2,0.0,1,0,0.8
Cr2I6,Pt,78,6,5,interstitial,adsorbate,1,0,-0.12009741000000007,0.03253793716430664,0.1526353471643067,interstitial:int1,1,adsorbate:ads1,0,0.2,0.12009741000000007,0,0,-0.2
Cr2I6,Rb,37,5,6,adsorbate,adsorbate,1,1,0.654730910000012,0.8542180061340332,0.19948709613402116,adsorbate:ads1,1,adsorbate:ads2,0,0.16666666666666666,0.045768739999999974,1,0,-0.16666666666666666
Cr2I6,Re,75,6,5,interstitial,interstitial,1,1,-2.081581760000006,-1.0652165412902832,1.0163652187097227,interstitial:int1,1,interstitial:int1,1,0.2,0.0,0,1,0.8
Cr2I6,Rh,45,5,6,interstitial,interstitial,1,1,-0.499246959999994,-0.21293020248413086,0.28631675751586316,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Ru,44,5,6,interstitial,interstitial,1,1,-0.9756180999999917,-0.40843749046325684,0.5671806095367349,interstitial:int1,1,interstitial:int3,0,0.16666666666666666,0.6479227299999764,0,1,-0.16666666666666666
Cr2I6,S,16,3,6,interstitial,adsorbate,1,0,-0.40163405999999213,0.33902060985565186,0.740654669855644,interstitial:int1,1,adsorbate:ads0,0,0.16666666666666666,0.40163405999999213,0,0,-0.16666666666666666
Cr2I6,Sb,51,5,6,interstitial,adsorbate,1,0,-0.05403153000000316,0.22795867919921875,0.2819902091992219,interstitial:int1,1,adsorbate:ads1,0,0.16666666666666666,0.4124623499999984,0,0,-0.16666666666666666
Cr2I6,Sc,21,4,6,interstitial,interstitial,1,1,-1.865539749999982,-1.6552135944366455,0.21032615556333645,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Se,34,4,6,adsorbate,adsorbate,1,1,0.28382277000000067,0.4876595735549927,0.203836803554992,adsorbate:ads0,1,adsorbate:ads0,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Si,14,3,6,interstitial,interstitial,1,1,-0.2862854600000162,-1.1598131656646729,0.8735277056646567,interstitial:int3,1,interstitial:int3,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Sn,50,5,4,adsorbate,adsorbate,1,1,0.5600411499999893,1.6819721460342407,1.1219309960342514,adsorbate:ads2,1,adsorbate:ads2,1,0.25,0.0,1,0,0.75
Cr2I6,Sr,38,5,5,interstitial,interstitial,1,1,-1.3012108599999974,-0.3455226421356201,0.9556882178643773,interstitial:int3,1,interstitial:int3,1,0.2,0.0,0,1,0.8
Cr2I6,Ta,73,6,5,interstitial,interstitial,1,1,-1.9158512900000058,-2.318071126937866,0.40221983693786045,interstitial:int1,1,interstitial:int3,0,0.2,0.08834859999998956,0,1,-0.2
Cr2I6,Tc,43,5,6,interstitial,interstitial,1,1,-1.8837921599999845,-0.013087749481201172,1.8707044105187833,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Te,52,5,6,adsorbate,adsorbate,1,1,1.2607431999999932,0.36182665824890137,0.8989165417510918,adsorbate:ads0,1,adsorbate:ads0,1,0.16666666666666666,0.0,1,0,0.8333333333333334
Cr2I6,Ti,22,4,6,interstitial,interstitial,1,1,-0.8852676699999902,-1.317628264427185,0.4323605944271949,interstitial:int1,1,interstitial:int1,1,0.16666666666666666,0.0,0,1,0.8333333333333334
Cr2I6,Tl,81,6,3,interstitial,adsorbate,1,0,-0.020995620000007875,1.2342628240585327,1.2552584440585406,interstitial:int3,1,adsorbate:ads0,0,0.3333333333333333,0.020995620000007875,0,0,-0.3333333333333333
Cr2I6,V,23,4,4,interstitial,interstitial,1,1,-0.8528379500000085,-1.143333911895752,0.29049596189574345,interstitial:int1,1,interstitial:int1,1,0.25,0.0,0,1,0.75
